id	source_xpath	source_line	source_value	status	FHIR_targets	rule
amb-map-0339	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:id[1]/@extension	551	1.2.643.5.1.13.13.12.2.77.7831.0.107531	mapped	Organization/a30fe7fd-913a-5e59-a773-74dec5df6fa7#/identifier/0/value	FRMO department OID
amb-map-0340	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:name[1]/text()	553	"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 64 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"""	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/name	copy
amb-map-0341	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:telecom[1]/@use	555	WP	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/telecom/0/use	CDA contact use
amb-map-0342	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:telecom[1]/@value	555	tel:+74953754826	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/telecom/0/value; Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/telecom/0/system	URI scheme -> ContactPoint.system
amb-map-0343	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/cda:streetAddressLine[1]/text()	559	г Москва, ул Ладожская, д 4-6 стр 1	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/text	copy
amb-map-0344	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@code	561	77	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/0/code; Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/1/code	retain original NSI coding alongside canonical RuCore coding
amb-map-0345	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystem	561	1.2.643.5.1.13.13.99.2.206	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/0/system; Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/1/system	retain original NSI coding alongside canonical RuCore coding
amb-map-0346	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemName	561	Субъекты Российской Федерации	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0347	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@displayName	561	г. Москва	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/0/display; Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/1/display	retain original NSI coding alongside canonical RuCore coding
amb-map-0348	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/address:stateCode[1]/@codeSystemVersion	561	6.5	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/0/valueCodeableConcept/coding/1/version	NSI edition belongs to source OID coding
amb-map-0349	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/cda:postalCode[1]/text()	563	105005	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/postalCode	copy
amb-map-0350	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:AOGUID[1]/text()	567	212d3123-9c4d-4579-b31a-b5c6e9632b04	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/1/extension/0/valueIdentifier/value	copy
amb-map-0351	/cda:ClinicalDocument[1]/cda:documentationOf[1]/cda:serviceEvent[1]/cda:performer[2]/cda:assignedEntity[1]/cda:representedOrganization[1]/cda:addr[1]/fias:Address[1]/fias:HOUSEGUID[1]/text()	569	e59f1e55-75c8-4037-9615-ed7ce751b745	mapped	Organization/4d041a79-88b0-541f-a66e-bbd708e26058#/contact/0/address/extension/1/extension/1/valueIdentifier/value	copy
amb-map-0352	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:id[1]/@root	582	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.15	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/identifier/0/system	OID namespace -> URI
amb-map-0353	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:id[1]/@extension	582	5469-16	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/identifier/0/value	copy
amb-map-0354	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:id[2]/@root	584	1.2.643.5.1.13.13.12.2.77.7831.100.1.1.17	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/system	OID namespace -> URI
amb-map-0355	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:id[2]/@extension	584	5499-16	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/value	copy
amb-map-0356	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:code[1]/@code	586	1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/type/coding/0/code	copy
amb-map-0357	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:code[1]/@codeSystem	586	1.2.643.5.1.13.13.99.2.723	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/type/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0358	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:code[1]/@codeSystemName	586	Типы медицинских карт	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0359	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:code[1]/@displayName	586	Амбулаторная медицинская карта	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/type/coding/0/display	copy
amb-map-0360	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:code[1]/@codeSystemVersion	586	1.1	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/partOf/identifier/type/coding/0/version	copy
amb-map-0361	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:effectiveTime[1]/cda:low[1]/@value	591	202305021530+0300	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/actualPeriod/start	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0362	/cda:ClinicalDocument[1]/cda:componentOf[1]/cda:encompassingEncounter[1]/cda:effectiveTime[1]/cda:high[1]/@value	593	202305021545+0300	mapped	Encounter/55c69e53-bab0-50e5-9280-036b4aa7cae9#/actualPeriod/end	CDA TS -> FHIR temporal value (minute precision padded with :00)
amb-map-0363	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:code[1]/@code	606	DOCINFO	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/0/code/coding/0/code	copy
amb-map-0364	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:code[1]/@codeSystem	606	1.2.643.5.1.13.13.99.2.197	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/0/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0365	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:code[1]/@codeSystemName	606	Секции электронных медицинских документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0366	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:code[1]/@displayName	606	Сведения о документе	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/0/code/coding/0/display	copy
amb-map-0367	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:code[1]/@codeSystemVersion	606	4.20	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/0/code/coding/0/version	copy
amb-map-0368	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:title[1]/text()	608	Сведения о консультации	mapped	Composition/202d52a8-af92-5ef3-9a7e-d83305a85264#/section/0/title	copy
amb-map-0369	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/@classCode	612	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0370	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/@moodCode	612	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0371	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@code	614	800	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/code/coding/0/code	copy
amb-map-0372	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystem	614	1.2.643.5.1.13.13.99.2.166	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0373	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemName	614	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0374	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@displayName	614	Обращение	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/code/coding/0/display	copy
amb-map-0375	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:code[1]/@codeSystemVersion	614	5.27	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/code/coding/0/version	copy
amb-map-0376	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@xsi:type	616	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0377	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@code	616	2	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/valueCodeableConcept/coding/0/code	copy
amb-map-0378	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystem	616	1.2.643.5.1.13.13.11.1007	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0379	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystemName	616	Вид случая госпитализации или обращения (первичный, повторный)	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0380	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@displayName	616	Повторный	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/valueCodeableConcept/coding/0/display	copy
amb-map-0381	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[1]/cda:observation[1]/cda:value[1]/@codeSystemVersion	616	2.1	mapped	Observation/348face2-c97c-5944-8010-f6e866c5081c#/valueCodeableConcept/coding/0/version	copy
amb-map-0382	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/@classCode	622	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0383	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/@moodCode	622	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0384	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:code[1]/@code	624	801	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/code/coding/0/code	copy
amb-map-0385	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:code[1]/@codeSystem	624	1.2.643.5.1.13.13.99.2.166	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0386	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:code[1]/@codeSystemName	624	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0387	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:code[1]/@displayName	624	Место проведения	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/code/coding/0/display	copy
amb-map-0388	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:code[1]/@codeSystemVersion	624	5.27	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/code/coding/0/version	copy
amb-map-0389	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@xsi:type	626	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0390	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@code	626	1	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/valueCodeableConcept/coding/0/code	copy
amb-map-0391	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@codeSystem	626	1.2.643.5.1.13.13.11.1008	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0392	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@codeSystemName	626	Место оказания медицинской помощи	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0393	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@displayName	626	Амбулаторно-поликлиническое учреждение	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/valueCodeableConcept/coding/0/display	copy
amb-map-0394	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[2]/cda:observation[1]/cda:value[1]/@codeSystemVersion	626	5.1	mapped	Observation/b3d4bd52-5f1b-57d6-a99a-86efd155c2c7#/valueCodeableConcept/coding/0/version	copy
amb-map-0395	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/@classCode	633	OBS	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0396	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/@moodCode	633	EVN	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0397	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:code[1]/@code	635	804	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/code/coding/0/code	copy
amb-map-0398	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:code[1]/@codeSystem	635	1.2.643.5.1.13.13.99.2.166	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/code/coding/0/system	OID -> canonical RuCore URI or urn:oid
amb-map-0399	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:code[1]/@codeSystemName	635	Кодируемые поля CDA документов	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0400	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:code[1]/@displayName	635	Состояние пациента	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/code/coding/0/display	copy
amb-map-0401	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:code[1]/@codeSystemVersion	635	5.27	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/code/coding/0/version	copy
amb-map-0402	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:value[1]/@xsi:type	637	CD	technical		CDA structural/type/dictionary-label metadata; exact value in trace/source
amb-map-0403	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:value[1]/@code	637	1	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/valueCodeableConcept/coding/0/code	copy
amb-map-0404	/cda:ClinicalDocument[1]/cda:component[1]/cda:structuredBody[1]/cda:component[1]/cda:section[1]/cda:entry[3]/cda:observation[1]/cda:value[1]/@codeSystem	637	1.2.643.5.1.13.13.11.1006	mapped	Observation/fc449209-a637-5c53-b7de-d626e419f7a9#/valueCodeableConcept/coding/0/system	OID -> canonical RuCore URI or urn:oid
